,id,gender,birthday,age,agreement_status,renewal_agreement_status,sequence_agreement_number,expense_all,expense_in_contract,visits_on_contract,saledate,enddate
2699,5448857e-76f7-4cb9,Женский,1977-06-28T00:00:00,45,Закрыт,Продлено,2,54808.5,-29900.0,0,2022-07-20T20:52:50,2022-07-21T12:04:45
2700,db2f456e-9c38-4b0b,Мужской,1986-01-28T00:00:00,37,Активен,Не продлено,4,53387.8,21049.45,10,2022-07-20T20:44:11,2023-10-20T23:59:59
2701,f031b2c0-d752-4445,Мужской,2000-11-28T00:00:00,22,Закрыт,Отказ от продления,3,29900.0,0.0,0,2022-07-20T19:57:38,2022-08-29T23:59:59
2702,0a68d1e8-ea96-4307,Мужской,2008-08-08T00:00:00,14,Закрыт,Не продлено,1,4500.0,4500.0,8,2022-07-20T19:53:46,2022-08-24T23:59:59
2703,6a28eb55-ffdd-4f8f,Женский,1974-06-16T00:00:00,48,Активен,Не продлено,3,94102.71,12240.79,9,2022-07-20T19:50:50,2024-04-30T23:59:59
2704,9b1c14fe-d288-4795,Мужской,1963-11-16T00:00:00,59,Активен,Не продлено,3,47384.68,19084.68,26,2022-07-20T19:00:40,2023-08-20T23:59:59
2705,3cc908be-4f2e-4402,Мужской,1999-02-24T00:00:00,24,Активен,Не продлено,2,52328.53,19528.53,48,2022-07-20T18:48:57,2023-08-14T23:59:59
2706,6882beb0-2671-4460,Женский,1951-01-26T00:00:00,72,Активен,Не продлено,6,164906.64,7743.89,30,2022-07-20T18:32:53,2024-04-12T23:59:59
2707,9020a99d-51a4-4719,Мужской,1990-05-26T00:00:00,32,Активен,Не продлено,3,75591.57,5991.57,17,2022-07-20T18:13:41,2024-02-13T23:59:59
2708,0f4d447e-fb88-468b,Мужской,1968-06-22T00:00:00,54,Активен,Не продлено,5,145911.76,14838.46,81,2022-07-20T17:59:18,2023-12-31T23:59:59
2709,d1e704e6-b603-410a,Женский,2000-11-24T00:00:00,22,Активен,Не продлено,2,44915.95,18270.95,70,2022-07-20T17:53:58,2023-08-31T23:59:59
2710,de28cefd-e880-4a2c,Мужской,1991-05-31T00:00:00,31,Активен,Не продлено,5,144186.84,12513.54,17,2022-07-20T17:50:51,2024-02-03T23:59:59
2711,aed1bf59-bafa-421a,Женский,1995-10-12T00:00:00,27,Активен,Не продлено,5,107677.61,12718.68,7,2022-07-20T17:50:48,2024-01-31T23:59:59
2712,2bef6447-5849-4991,Женский,1957-11-04T00:00:00,65,Активен,Не продлено,5,171543.22,14143.22,10,2022-07-20T17:41:42,2023-08-31T23:59:59
2713,36ff4f77-2706-464d,Мужской,1950-01-14T00:00:00,73,Активен,Не продлено,2,18757.74,14257.74,47,2022-07-20T17:35:51,2023-08-29T23:59:59
2714,036c2615-89f2-4094,Мужской,2010-01-03T00:00:00,13,Активен,Не продлено,1,11177.26,11177.26,1,2022-07-20T17:25:47,2023-09-30T23:59:59
2715,589f222b-a0c7-456d,Женский,1985-02-06T00:00:00,38,Активен,Не продлено,1,12425.42,12425.42,0,2022-07-20T17:21:59,2023-09-30T23:59:59
2716,7aa58a64-b1df-4f47,Мужской,1983-01-09T00:00:00,40,Активен,Не продлено,2,30864.61,7901.88,44,2022-07-20T17:18:34,2023-12-18T23:59:59
2717,fe8127a7-83ad-4388,Мужской,2008-01-28T00:00:00,15,Закрыт,Продлено,1,26300.0,4500.0,10,2022-07-20T17:11:35,2022-08-24T23:59:59
2718,afb02f95-18d4-4a42,Мужской,2009-11-27T00:00:00,13,Закрыт,Продлено,1,13500.0,4500.0,10,2022-07-20T17:09:51,2022-08-24T23:59:59
2719,8887dd6a-a401-41f7,Женский,1983-07-22T00:00:00,39,Активен,Не продлено,1,12425.42,12425.42,0,2022-07-20T16:53:49,2023-09-30T23:59:59
2720,9621de03-3a54-4f73,Мужской,1983-07-22T00:00:00,39,Активен,Не продлено,3,58931.74,8531.74,25,2022-07-20T16:46:03,2023-12-07T23:59:59
2721,fc5a3fd7-662c-4549,Женский,1988-02-01T00:00:00,35,Активен,Не продлено,1,12425.42,12425.42,4,2022-07-20T16:37:42,2023-09-30T23:59:59
2722,d687e635-ff4d-4d05,Мужской,2017-08-17T00:00:00,5,Активен,Не продлено,4,95538.96,13368.96,43,2022-07-20T16:21:53,2024-02-14T23:59:59
2723,f98ab495-0956-4b00,Женский,1992-10-16T00:00:00,30,Активен,Не продлено,4,156432.45,18032.45,73,2022-07-20T16:16:15,2024-02-03T23:59:59
2724,3babbfe3-7005-44a4,Мужской,2009-06-19T00:00:00,13,Активен,Не продлено,1,14070.97,14070.97,20,2022-07-20T16:04:08,2023-10-14T23:59:59
2725,acea7f77-c701-4790,Женский,1944-06-25T00:00:00,78,Активен,Не продлено,5,142629.19,8429.19,70,2022-07-20T16:00:11,2024-04-02T23:59:59
2726,02de5dd6-223c-47c2,Женский,1984-06-18T00:00:00,38,Активен,Не продлено,1,16289.05,16289.05,24,2022-07-20T15:55:41,2023-09-12T23:59:59
2727,69ab7083-0c41-4070,Мужской,1975-05-12T00:00:00,47,Активен,Не продлено,1,4562.5,4562.5,4,2022-07-20T15:51:42,2024-02-29T23:59:59
2728,872e4a44-54f4-4d3c,Женский,1982-07-13T00:00:00,40,Активен,Не продлено,2,43911.37,14552.44,2,2022-07-20T15:46:29,2023-10-23T23:59:59
2729,803ece43-c972-4983,Женский,2019-05-28T00:00:00,3,Активен,Не продлено,2,39790.61,14941.71,19,2022-07-20T15:28:16,2023-09-20T23:59:59
2730,66bdf74a-24e7-4a22,Мужской,1984-11-24T00:00:00,38,Активен,Не продлено,2,120000.0,0.0,62,2022-07-20T15:16:32,2023-09-29T23:59:59
2731,a7fe2c9e-b70a-4d12,Женский,1957-02-08T00:00:00,66,Активен,Не продлено,6,103135.98,1435.98,0,2022-07-20T15:09:23,2024-07-14T23:59:59
2732,05d782e8-3c4c-4e20,Мужской,1973-04-02T00:00:00,50,Активен,Не продлено,1,21377.9,21377.9,89,2022-07-20T15:07:16,2023-07-20T23:59:59
2733,731b407f-8325-4662,Мужской,1976-11-17T00:00:00,46,Активен,Не продлено,2,20564.18,20564.18,45,2022-07-20T15:00:50,2023-07-31T23:59:59
2734,b50748a1-39a8-4059,Мужской,1983-06-08T00:00:00,39,Активен,Не продлено,3,74714.63,13314.63,1,2022-07-20T14:58:36,2023-11-06T23:59:59
2735,7a97fca1-58fb-4648,Мужской,1972-02-21T00:00:00,51,Активен,Не продлено,7,97401.25,24220.13,10,2022-07-20T14:56:25,2023-07-31T23:59:59
2736,c9453136-7687-4c45,Женский,2018-01-01T00:00:00,5,Активен,Не продлено,5,53789.07,11539.07,0,2022-07-20T14:53:40,2023-07-31T23:59:59
2737,d1260a86-07a0-40f0,Мужской,1987-09-22T00:00:00,35,Активен,Не продлено,3,61102.92,10638.54,39,2022-07-20T14:46:27,2024-01-18T23:59:59
2738,22dab40c-7cd2-43be,Женский,2001-01-01T00:00:00,22,Активен,Не продлено,5,96004.25,25004.25,50,2022-07-20T14:45:52,2023-07-22T23:59:59
2739,641e1750-5321-4927,Женский,1981-08-06T00:00:00,41,Активен,Не продлено,3,35249.54,10249.54,40,2022-07-20T14:36:31,2023-11-07T23:59:59
2740,a81e426b-3ac3-4297,Мужской,1994-07-29T00:00:00,28,Активен,Не продлено,4,121809.43,44109.43,24,2022-07-20T14:03:51,2023-07-30T23:59:59
2741,242dc034-2bf9-4363,Женский,1977-10-27T00:00:00,45,Заморожен,Не продлено,2,72182.0,21082.0,2,2022-07-20T13:42:18,2023-08-21T23:59:59
2742,3cfac703-506b-4cd6,Мужской,1969-10-07T00:00:00,53,Активен,Не продлено,5,100083.66,15213.66,39,2022-07-20T13:34:41,2023-12-25T23:59:59
2743,75590673-b3c7-4a85,Женский,1972-04-24T00:00:00,51,Активен,Не продлено,5,177560.36,7538.3,14,2022-07-20T13:28:26,2024-04-15T23:59:59
2744,69b872fc-4041-4b7c,Мужской,2005-12-27T00:00:00,17,Закрыт,Не продлено,1,0.0,0.0,6,2022-07-20T13:27:48,2022-08-04T23:59:59
2745,c37638bf-5f53-4f8d,Женский,1955-03-18T00:00:00,68,Активен,Не продлено,2,38826.97,13758.48,22,2022-07-20T13:12:22,2023-10-31T23:59:59
2746,5bce90e6-0d94-4103,Женский,1982-05-09T00:00:00,40,Активен,Не продлено,2,40823.03,7323.03,5,2022-07-20T13:09:22,2024-01-26T23:59:59
2747,12115bbe-cf79-4c82,Мужской,1977-02-02T00:00:00,46,,Не продлено,0,37361.6,0.0,0,2022-07-20T13:05:38,0001-01-01T00:00:00
2748,c6899df8-4c41-4183,Мужской,1947-11-05T00:00:00,75,Активен,Не продлено,7,187563.88,5038.88,31,2022-07-20T13:00:17,2024-02-06T23:59:59
2749,b425741f-4f5a-4ccc,Женский,1968-05-10T00:00:00,54,,Не продлено,0,147676.6,0.0,0,2022-07-20T12:45:11,0001-01-01T00:00:00
2750,ce67134a-f492-487b,Женский,1984-04-05T00:00:00,39,Активен,Не продлено,7,208176.67,15903.75,117,2022-07-20T12:16:52,2023-10-02T23:59:59
2751,86b33e75-de57-400b,Мужской,1994-02-14T00:00:00,29,Закрыт,Продлено,1,9295.08,9000.0,30,2022-07-20T12:16:10,2023-03-17T23:59:59
2752,858c84f7-0539-41f4,Женский,1987-09-27T00:00:00,35,Активен,Не продлено,2,42852.69,12870.78,31,2022-07-20T11:53:06,2023-11-12T23:59:59
2753,c7e4f446-ef2d-47da,Мужской,1993-10-14T00:00:00,29,Активен,Не продлено,1,25623.38,25623.38,13,2022-07-20T00:00:00,2023-07-19T23:59:59
2754,d8fa41f4-2c7e-42d1,Мужской,2019-07-18T00:00:00,3,Активен,Не продлено,1,0.0,0.0,36,2022-07-20T00:00:00,2023-07-19T23:59:59
2755,b40a48a3-9b08-4515,Женский,1964-06-09T00:00:00,58,Активен,Не продлено,1,14887.6,14887.6,88,2022-07-20T00:00:00,2023-08-18T23:59:59
2756,58f768a9-d8e6-4db8,Мужской,2004-05-25T00:00:00,18,Активен,Не продлено,2,49751.88,21451.88,166,2022-07-20T00:00:00,2023-07-19T23:59:59
2757,16d9046a-a8a7-4fd7,Женский,1985-04-17T00:00:00,38,Закрыт,Продлено,1,-18883.63,-42312.35,2,2022-07-20T00:00:00,2022-07-25T11:36:11
2758,01efdad8-bfb9-49cd,Женский,1994-06-06T00:00:00,28,Активен,Не продлено,1,25623.38,25623.38,47,2022-07-20T00:00:00,2023-07-19T23:59:59
2759,fedcd0f8-2511-4411,Женский,1991-03-03T00:00:00,32,Закрыт,Не продлено,1,19475.01,19475.01,27,2022-07-20T00:00:00,2022-10-18T12:46:12
2760,d9a2712d-9e6b-4fab,Мужской,2008-10-21T00:00:00,14,Закрыт,Продлено,2,24736.89,7741.93,18,2022-07-20T00:00:00,2022-09-01T23:59:59
2761,b1eeffed-64f3-497b,Женский,1963-01-01T00:00:00,60,Активен,Не продлено,1,29704.3,29704.3,79,2022-07-19T21:43:07,2023-07-31T23:59:59
2762,69b872fc-4041-4b7c,Мужской,1976-12-28T00:00:00,46,Активен,Не продлено,3,67338.4,17457.23,86,2022-07-19T20:18:33,2023-09-11T23:59:59
2763,d8c3d43c-7028-4195,Мужской,1977-03-13T00:00:00,46,Активен,Не продлено,6,171084.32,11539.32,35,2022-07-19T19:20:58,2023-11-30T23:59:59
2764,f68a5a1f-4244-4b5b,Мужской,1993-08-05T00:00:00,29,Закрыт,Продлено,2,41673.99,20000.0,4,2022-07-19T19:19:42,2023-01-23T23:59:59
2765,b7c73f64-952e-4551,Женский,1997-07-14T00:00:00,25,Закрыт,Отказ от продления,1,0.0,0.0,7,2022-07-19T18:10:30,2022-08-24T23:59:59
2766,872e4a44-54f4-4d3c,Женский,1982-07-13T00:00:00,40,,Не продлено,0,43911.37,0.0,0,2022-07-19T17:11:04,0001-01-01T00:00:00
2767,effba741-e78a-4409,Мужской,1988-04-01T00:00:00,35,Активен,Не продлено,6,212169.18,15008.07,68,2022-07-19T16:57:26,2023-12-28T23:59:59
2768,5c906f8b-ad9e-4ff4,Женский,1963-05-10T00:00:00,59,Активен,Не продлено,4,126570.95,18270.95,10,2022-07-19T16:22:16,2023-08-31T23:59:59
2769,be2c8834-f3f3-401a,Мужской,1968-01-20T00:00:00,55,Активен,Не продлено,4,92741.84,11966.5,53,2022-07-19T16:08:59,2024-02-11T23:59:59
2770,ba964902-26c0-42ea,Женский,1969-02-18T00:00:00,54,Активен,Не продлено,4,90917.78,10142.44,37,2022-07-19T15:45:41,2024-03-08T23:59:59
2771,6a7b98e3-ac6d-4a14,Женский,2002-01-20T00:00:00,21,Активен,Не продлено,4,200000.0,100000.0,96,2022-07-19T15:41:35,2023-07-22T23:59:59
2772,9685c244-0899-42d5,Мужской,1999-05-16T00:00:00,23,Активен,Не продлено,5,129710.22,12034.88,94,2022-07-19T15:35:59,2024-02-10T23:59:59
2773,1baac37c-bbd6-4139,Женский,2019-09-17T00:00:00,3,Закрыт,Продлено,1,13500.0,4500.0,10,2022-07-19T15:30:53,2022-08-21T23:59:59
2774,fd612c16-2bd4-4b04,Женский,1961-02-23T00:00:00,62,Активен,Не продлено,7,203306.04,8432.58,30,2022-07-19T15:16:55,2024-01-11T23:59:59
2775,37154840-70fc-43fb,Женский,1955-05-13T00:00:00,67,Заморожен,Не продлено,4,95889.41,9589.41,29,2022-07-19T14:15:34,2024-04-18T23:59:59
2776,e429180c-43f0-48c0,Мужской,1988-10-31T00:00:00,34,Активен,Не продлено,2,40231.16,15231.16,24,2022-07-19T14:13:35,2023-08-12T23:59:59
2777,e8a99d66-fba1-4f46,Женский,1955-05-17T00:00:00,67,Активен,Не продлено,6,151830.89,10879.4,41,2022-07-19T13:59:12,2023-10-27T23:59:59
2778,2f702574-461b-4c0f,Мужской,1949-03-04T00:00:00,74,Активен,Не продлено,4,95729.0,10249.54,29,2022-07-19T13:57:05,2023-11-07T23:59:59
2779,ceb55d2e-0d29-44e8,Женский,1958-06-14T00:00:00,64,Активен,Не продлено,2,31895.29,8932.56,13,2022-07-19T12:43:16,2023-11-30T23:59:59
2780,35f5d1fc-9917-4f8f,Мужской,1964-12-27T00:00:00,58,Активен,Не продлено,2,15531.54,15531.54,79,2022-07-19T11:38:40,2024-03-11T23:59:59
2781,d6c2e0f4-ed04-4fd3,Женский,1974-07-23T00:00:00,48,Заморожен,Не продлено,6,178046.19,13270.85,38,2022-07-19T11:25:35,2024-03-08T23:59:59
2782,90655463-ec1c-4fc2,Женский,1964-01-30T00:00:00,59,Активен,Не продлено,3,71616.79,10616.79,0,2022-07-19T11:08:39,2024-03-31T23:59:59
2783,ad9b9184-bd8e-412e,Мужской,1962-03-07T00:00:00,61,Активен,Не продлено,3,62367.8,10650.36,0,2022-07-19T10:16:55,2023-10-31T23:59:59
2784,4746762e-8b50-43f6,Мужской,1971-07-12T00:00:00,51,Активен,Не продлено,6,166802.93,17027.93,18,2022-07-18T20:02:47,2023-09-20T23:59:59
2785,047093ff-6f13-44ba,Женский,1983-06-28T00:00:00,39,Активен,Не продлено,2,55986.5,30986.5,10,2022-07-18T19:10:32,2023-07-19T23:59:59
2786,1559fd40-681f-4e46,Женский,1961-01-28T00:00:00,62,Активен,Не продлено,2,45737.71,15755.8,67,2022-07-18T18:17:59,2023-10-04T23:59:59
2787,1a85ea10-4a8a-4c31,Мужской,1959-03-30T00:00:00,64,Активен,Не продлено,3,75109.24,15016.05,20,2022-07-18T18:17:35,2023-10-14T23:59:59
2788,502b4566-7f53-4614,Мужской,1978-08-08T00:00:00,44,Активен,Не продлено,4,63001.65,14726.31,56,2022-07-18T17:30:59,2024-02-12T23:59:59
2789,009eb411-da67-43d4,Женский,1965-12-30T00:00:00,57,Активен,Не продлено,11,202095.5,16204.58,40,2022-07-18T16:45:21,2023-07-26T23:59:59
2790,aca0b3cf-ca93-4244,Мужской,1968-05-19T00:00:00,54,Активен,Не продлено,4,80231.27,6731.27,12,2022-07-18T16:22:37,2024-02-03T23:59:59
2791,259b52a3-2edb-4a9a,Женский,1966-09-12T00:00:00,56,Активен,Не продлено,3,61016.05,15016.05,41,2022-07-18T16:22:25,2024-04-11T23:59:59
2792,7293a3f7-146e-406d,Женский,1984-12-20T00:00:00,38,Активен,Не продлено,4,92919.03,18049.03,16,2022-07-18T16:20:08,2023-09-03T23:59:59
2793,23ed4be2-a9f4-4520,Женский,1959-02-26T00:00:00,64,Активен,Не продлено,7,218527.21,18065.29,54,2022-07-18T15:43:31,2024-01-04T23:59:59
2794,d20e70e1-7251-4624,Женский,1960-01-23T00:00:00,63,,Не продлено,0,96270.0,0.0,0,2022-07-18T15:01:19,0001-01-01T00:00:00
2795,fedcd0f8-2511-4411,Женский,1991-03-03T00:00:00,32,,Не продлено,0,19475.01,0.0,3,2022-07-18T13:44:58,2022-08-12T23:59:59
2796,6a60ace0-c0e8-4b72,Мужской,1990-11-09T00:00:00,32,Активен,Не продлено,9,91101.88,21451.88,27,2022-07-18T13:06:26,2023-07-19T23:59:59
2797,7e49653b-fb21-4963,Женский,1999-04-01T00:00:00,24,Активен,Не продлено,2,70084.88,34084.88,51,2022-07-18T12:43:26,2023-07-19T23:59:59
2798,910b4694-4029-4e4b,Мужской,1988-03-17T00:00:00,35,Закрыт,Продлено,1,23907.92,4500.0,15,2022-07-18T00:00:00,2022-08-17T23:59:59
2799,f9677ce8-603e-4bc7,Женский,1987-03-17T00:00:00,36,Активен,Не продлено,5,40319.95,34319.95,66,2022-07-18T00:00:00,2023-07-17T23:59:59
2800,0a534755-d841-41ea,Женский,1994-05-11T00:00:00,28,Активен,Не продлено,2,66416.23,20416.23,10,2022-07-18T00:00:00,2023-08-02T23:59:59
2801,8aca1132-eccf-498d,Женский,1997-11-27T00:00:00,25,Активен,Не продлено,1,21753.88,21753.88,3,2022-07-17T18:04:16,2023-07-19T23:59:59
2802,7083ef85-d8f4-4e2a,Мужской,1999-08-10T00:00:00,23,Активен,Не продлено,1,21753.88,21753.88,3,2022-07-17T18:00:04,2023-07-19T23:59:59
2803,03c9444e-6363-4dcd,Женский,1987-03-23T00:00:00,36,Заморожен,Не продлено,4,100428.65,20628.65,15,2022-07-17T16:09:30,2023-08-27T23:59:59
2804,88051bdd-7e42-475c,Мужской,1989-07-09T00:00:00,33,Закрыт,Продлено,1,24280.6,0.0,11,2022-07-17T14:55:36,2022-09-21T23:59:59
2805,01800c9c-5320-4f1a,Мужской,1984-09-22T00:00:00,38,Активен,Не продлено,1,21978.92,21978.92,131,2022-07-17T00:00:00,2023-07-16T23:59:59
2806,5bc5a3e2-b367-498a,Мужской,2011-03-09T00:00:00,12,Активен,Не продлено,4,102016.64,12161.64,87,2022-07-17T00:00:00,2023-07-16T23:59:59
2807,b96c6e48-eec3-4b92,Женский,1976-01-17T00:00:00,47,Активен,Не продлено,3,0.0,0.0,130,2022-07-17T00:00:00,2023-07-16T23:59:59
2808,7be3a7a3-6cc8-491f,Мужской,1961-01-01T00:00:00,62,Активен,Не продлено,5,135974.81,22174.81,21,2022-07-16T19:03:26,2023-08-19T23:59:59
2809,516bd819-76eb-4da0,Женский,1985-10-28T00:00:00,37,,Не продлено,0,0.0,0.0,0,2022-07-16T18:13:58,0001-01-01T00:00:00
2810,65d3c3df-0381-477e,Мужской,1987-07-11T00:00:00,35,Активен,Не продлено,4,85328.38,19278.38,28,2022-07-16T17:20:06,2023-08-21T23:59:59
2811,7ad370ca-e901-4df1,Мужской,2020-07-15T00:00:00,2,Активен,Не продлено,1,13073.62,13073.62,23,2022-07-16T17:16:45,2023-09-06T23:59:59
2812,e47fcced-44d8-443d,Женский,1992-02-28T00:00:00,31,Активен,Не продлено,5,103267.22,16025.65,13,2022-07-16T17:11:43,2023-08-11T23:59:59
2813,9faa69bf-c0fd-4ff6,Женский,1995-07-17T00:00:00,27,Активен,Не продлено,3,60646.38,22246.38,22,2022-07-16T16:15:39,2023-07-19T23:59:59
2814,f4290241-0f79-4c48,Женский,2005-09-24T00:00:00,17,Активен,Не продлено,1,0.0,0.0,66,2022-07-16T15:28:02,2024-02-13T23:59:59
2815,f74b6514-cdd2-4e8c,Мужской,2004-02-28T00:00:00,19,Закрыт,Не продлено,1,7500.0,7500.0,6,2022-07-16T14:02:23,2022-08-17T23:59:59
2816,235bd464-445b-4a94,Женский,1992-06-23T00:00:00,30,Активен,Не продлено,3,53173.9,15173.9,10,2022-07-16T13:11:36,2023-08-13T23:59:59
2817,1ce9714e-38fe-4bb3,Мужской,1981-01-04T00:00:00,42,Активен,Не продлено,2,63700.2,31200.2,21,2022-07-16T12:43:15,2023-07-17T23:59:59
2818,5e84304e-6de5-4730,Мужской,1964-04-02T00:00:00,59,Заморожен,Не продлено,7,186676.38,8476.38,26,2022-07-16T09:38:49,2024-04-29T23:59:59
2819,695bd970-7428-4678,Женский,2005-05-28T00:00:00,17,Закрыт,Продлено,2,62581.09,7500.0,20,2022-07-16T00:00:00,2022-08-15T23:59:59
2820,a16757e6-ece5-48b8,Мужской,2002-11-06T00:00:00,20,Закрыт,Не продлено,1,16500.0,16500.0,7,2022-07-15T19:45:38,2022-10-17T23:59:59
2821,c2dbaac8-a537-4cbd,Женский,1979-09-25T00:00:00,43,Активен,Не продлено,1,23186.45,23186.45,32,2022-07-15T19:10:47,2023-09-30T23:59:59
2822,edb6cc8b-11be-4465,Женский,2005-11-02T00:00:00,17,Активен,Не продлено,2,0.0,0.0,4,2022-07-15T14:56:36,2023-07-17T23:59:59
2823,832e7eec-b8ce-4a30,Мужской,1991-05-28T00:00:00,31,Активен,Не продлено,4,49478.92,21978.92,192,2022-07-15T14:33:00,2023-07-16T23:59:59
2824,5baac329-9eec-43ac,Мужской,2016-05-12T00:00:00,6,Заморожен,Продлено,5,97987.47,19587.47,51,2022-07-15T13:14:02,2023-06-03T23:59:59
2825,4bf285f2-1a54-4f53,Женский,2005-08-19T00:00:00,17,Закрыт,Не продлено,3,37200.0,7500.0,6,2022-07-15T13:12:33,2022-08-16T23:59:59
2826,036c2615-89f2-4094,Мужской,2019-08-29T00:00:00,3,Закрыт,Не продлено,1,0.0,0.0,0,2022-07-15T13:01:13,2022-09-15T23:59:59
2827,c82c2fe4-7d91-468b,Женский,1995-12-02T00:00:00,27,Закрыт,Не продлено,1,0.0,0.0,0,2022-07-15T12:48:01,2022-09-15T23:59:59
2828,7f8aca54-d91c-4247,Мужской,1994-07-18T00:00:00,28,Активен,Не продлено,1,24828.88,24828.88,106,2022-07-15T12:34:46,2023-10-17T23:59:59
2829,47e90667-7d59-4fdd,Женский,1984-10-09T00:00:00,38,Активен,Не продлено,2,65172.55,34672.55,29,2022-07-15T00:00:00,2023-07-14T23:59:59
2830,d9249003-3366-4734,Женский,1964-07-29T00:00:00,58,Активен,Не продлено,1,18899.7,18899.7,9,2022-07-15T00:00:00,2023-09-28T23:59:59
2831,6bdef04c-d591-4081,Мужской,1948-12-03T00:00:00,74,Активен,Не продлено,6,91834.35,20934.35,67,2022-07-14T19:38:55,2023-06-08T23:59:59
2832,a16f2951-5168-428a,Мужской,1998-07-04T00:00:00,24,Активен,Не продлено,1,19653.46,19653.46,21,2022-07-14T17:47:57,2023-08-16T23:59:59
2833,91437c58-64f6-4e2e,Мужской,1988-09-08T00:00:00,34,Активен,Не продлено,4,86357.1,17827.1,72,2022-07-14T14:32:45,2023-09-06T23:59:59
2834,f9336953-d364-413a,Мужской,2015-04-02T00:00:00,8,Активен,Не продлено,2,40554.34,15054.34,31,2022-07-14T14:31:42,2023-09-06T23:59:59
2835,022bc653-be2a-429d,Мужской,1994-04-17T00:00:00,29,Закрыт,Продлено,1,21500.0,21500.0,0,2022-07-14T12:41:22,2023-02-28T23:59:59
2836,d8526607-d6be-45a9,Женский,1941-02-26T00:00:00,82,Активен,Не продлено,1,15574.72,15574.72,39,2022-07-14T12:15:00,2023-08-06T23:59:59
2837,1d79b259-abce-4634,Женский,1955-09-28T00:00:00,67,Активен,Не продлено,5,93708.8,21108.8,71,2022-07-14T00:00:00,2023-06-06T23:59:59
2838,3cb2c2d7-fce3-4646,Мужской,1970-08-16T00:00:00,52,Закрыт,Не продлено,1,7500.0,7500.0,7,2022-07-14T00:00:00,2022-09-24T23:59:59
2839,9ff4d1e9-7ab3-4b07,Мужской,2016-11-18T00:00:00,6,Закрыт,Не продлено,1,4500.0,4500.0,3,2022-07-14T00:00:00,2022-08-13T23:59:59
2840,c27ae9cd-b469-4806,Женский,1989-11-10T00:00:00,33,,Не продлено,0,7500.0,0.0,0,2022-07-14T00:00:00,0001-01-01T00:00:00
2841,d08de9f6-a906-42db,Мужской,2001-07-11T00:00:00,21,Активен,Не продлено,3,0.0,0.0,17,2022-07-14T00:00:00,2023-07-13T23:59:59
2842,9e4a384b-45f9-49bb,Женский,1972-07-04T00:00:00,50,Активен,Не продлено,4,152469.53,19409.53,116,2022-07-14T00:00:00,2024-01-13T23:59:59
2843,7f800f70-5ccb-43e0,Мужской,1987-01-22T00:00:00,36,Активен,Не продлено,1,21903.91,21903.91,66,2022-07-13T14:36:43,2023-07-17T23:59:59
2844,d4a93a29-e268-49e4,Мужской,1986-02-23T00:00:00,37,Закрыт,Продлено,1,-4863.48,5900.0,7,2022-07-13T13:35:24,2022-08-13T23:59:59
2845,8eaba0a2-cef9-4508,Женский,1980-08-23T00:00:00,42,Закрыт,Продлено,2,6100.0,1500.0,7,2022-07-13T00:00:00,2022-08-12T23:59:59
2846,7d1eab3e-c668-4fbc,Мужской,2004-08-15T00:00:00,18,Закрыт,Не продлено,2,15000.0,7500.0,13,2022-07-13T00:00:00,2022-08-12T23:59:59
2847,7478b83a-7989-42f1,Мужской,1984-02-03T00:00:00,39,,Не продлено,0,34100.0,0.0,0,2022-07-12T17:48:02,0001-01-01T00:00:00
2848,6434443d-082d-4c8d,Женский,1981-05-05T00:00:00,42,,Не продлено,0,59231.21,0.0,0,2022-07-12T15:00:26,0001-01-01T00:00:00
2849,ed41b684-ee9b-4dbe,Женский,1964-09-04T00:00:00,58,Активен,Не продлено,2,-5377.97,22860.1,39,2022-07-12T00:00:00,2023-07-11T23:59:59
2850,5cb14b68-204f-487e,Мужской,1986-07-08T00:00:00,36,Закрыт,Не продлено,1,0.0,0.0,1,2022-07-12T00:00:00,2022-07-18T23:59:59
2851,ebd5e12a-f98a-4045,Женский,1994-03-29T00:00:00,29,Активен,Не продлено,3,27722.03,22860.1,17,2022-07-12T00:00:00,2023-07-11T23:59:59
2852,654eff62-997d-4ad4,Мужской,1988-05-14T00:00:00,34,Активен,Не продлено,1,27910.84,27910.84,81,2022-07-12T00:00:00,2023-07-11T23:59:59
2853,73de1723-a22a-4932,Мужской,1978-06-19T00:00:00,44,Активен,Не продлено,5,48712.73,15212.73,6,2022-07-11T20:02:31,2024-03-17T23:59:59
2854,7a57f77e-84a0-43c2,Женский,1988-10-22T00:00:00,34,Активен,Не продлено,4,133518.8,25513.8,19,2022-07-11T19:40:36,2023-10-09T23:59:59
2855,8f957c08-3720-48c1,Женский,2019-04-01T00:00:00,4,,Не продлено,0,36100.0,0.0,0,2022-07-11T16:37:36,0001-01-01T00:00:00
2856,74a6220b-2f58-45e0,Женский,1985-06-30T00:00:00,37,Активен,Не продлено,2,73424.66,39862.74,30,2022-07-11T14:46:24,2023-09-30T23:59:59
2857,c7d7fc58-54c2-4dde,Мужской,1982-05-28T00:00:00,40,Закрыт,Отказ от продления,1,60000.0,60000.0,21,2022-07-11T00:00:00,2023-01-10T23:59:59
2858,a5baba72-7d74-4188,Мужской,2002-04-17T00:00:00,21,Активен,Не продлено,3,52793.61,24493.61,3,2022-07-11T00:00:00,2023-07-10T23:59:59
2859,036c2615-89f2-4094,Мужской,0001-01-01T00:00:00,0,,Не продлено,0,0.0,0.0,0,2022-07-11T00:00:00,0001-01-01T00:00:00
